#element,configuration,UUID
In,X2O3,33186802-8d52-4d35-8c6a-f6855fd99c93
In,X2O5,a7a90165-4ab1-4d10-b04a-7eddc6dc0f02
In,XO,e47c7fe6-5911-4f90-9962-65034860e3b6
In,XO2,d65528bc-547a-4cb6-9b80-0b5bafe559df
In,XO3,6cf6730a-3d8c-4b4c-98a3-18a9d60920a2
Ir,X2O,a56af625-cd93-47cc-941c-88c074fb75a5
Ir,X2O3,2c4ffdee-364d-4462-a9c1-d1538777a0cf
Ir,X2O5,619c5ea3-019f-4a55-ab62-ea6c4e4aea2f
Ir,XO,548a4548-c51b-4dbf-812d-8e7b53da70b5
Ir,XO2,ff5402d9-987e-4652-be08-9c13ee7c5179
Ir,XO3,9f6f20a1-919e-4c1f-97bb-042c1db511a7
K,X2O,24be63b3-a9c7-4d86-a703-711a435c4592
K,X2O3,c7999200-ce7a-4dc9-b3bd-325eaa74411c
K,X2O5,5662dc10-9112-4baf-864a-c5e74d1c669c
K,XO,52ef500d-4310-43ee-a9df-5b35fc2ad18a
K,XO2,58886d75-bd3d-4f8b-8c8f-c42c879465a8
K,XO3,654598a6-7fed-4718-a419-c7aa853c0dbe
Kr,X2O,ab65a7c7-2bef-4eff-a84c-9ce53848b9c6
Kr,X2O3,ab874663-da55-4fae-b70d-590926ada297
Kr,X2O5,d6a1773a-8fe7-44e5-9fb8-f171e240636e
Kr,XO,c5a6b408-59a8-4f1b-bb2a-a3633fa196bf
Kr,XO2,d9b52c90-a2cd-48f0-aa26-a69b7f0b1910
Kr,XO3,6e7d7102-c323-40f9-97f6-1272a6dfe8a9
La,X2O,90f8f20b-5a8a-43d9-b33c-3582aada04e5
La,X2O3,0e89c29c-21f6-4855-b8ed-03aa4252e181
La,X2O5,284af0b5-8402-4600-83cf-6cc6b4a51e53
La,XO,72eee9f8-be5d-472e-9325-28a7aa7f3b94
La,XO2,53091de4-8633-4d19-9a2e-1790c7edd3ff
La,XO3,134dc706-694d-4b0c-be58-fd02fd8f6acc
Li,X2O,0151ab6a-223f-43ac-9b43-d4d1e5959985
Li,X2O3,d2c6d019-5224-4d4d-a283-d2fd2a330f4a
